prompt_id,category,question_type,difficulty,model_stage,concept,target_keyword,target_token_id,target_token_str,correct_token_rank,correct_token_prob,correct_token_logit,entropy,top1_token,top5_tokens,judge_score,judge_normalized,suppressed,forgotten,correctly_generated
p_039,unknown,definition,1,dpo_5ep,,exploit,33294,exploit,22,0.0007514634053222835,10.875,1.391265869140625,exploiting,"'exploiting', 'the', 'a', 'using', 'an'",0,0.0,False,False,False
p_040,unknown,definition,1,dpo_5ep,,log probability,1515,log,1,0.4026013910770416,16.25,2.7585959434509277,log,"'log', 'probability', 'difference', 'margin', 'likelihood'",0,0.0,True,False,False
p_041,unknown,definition,1,dpo_5ep,,quantization constants,10484,quant,1,0.9858058094978333,21.75,0.10280407965183258,quant,"'quant', '_quant', '-', '/', '.quant'",0,0.0,True,False,False
p_042,unknown,definition,1,dpo_5ep,,quantized,10484,quant,4,0.0660751610994339,12.625,4.984078407287598,training,"'training', 'dropout', 'the', 'quant', 'bf'",0,0.0,True,False,False
p_043,unknown,definition,1,dpo_5ep,,noise,12248,noise,1,0.3044031858444214,15.125,3.8273510932922363,noise,"'noise', 'a', 'non', 'trainable', 'learn'",0,0.0,True,False,False
p_044,unknown,definition,1,dpo_5ep,,concatenate,78884,concatenate,11,0.0009585364023223519,15.25,0.4253934621810913,pack,"'pack', 'train', 'get', 'can', 'create'",0,0.0,False,False,False
p_045,unknown,definition,1,dpo_5ep,,prompt tokens,10137,prompt,8,0.018987737596035004,12.125,3.3625118732452393,current,"'current', 'cursor', 'position', 'generation', 'decoder'",0,0.0,True,False,False
p_046,unknown,definition,1,dpo_5ep,,generate,7068,generate,2,0.1665305346250534,15.875,2.5447702407836914,all,"'all', 'generate', 'unseen', 'make', 'new'",0,0.0,True,False,False
p_047,unknown,definition,1,dpo_5ep,,combine,16343,combine,101,6.459623023147287e-07,8.875,0.02457965724170208,is,"'is', 'combines', 'merges', 'uses', 'transforms'",0,0.0,False,True,False
p_048,unknown,definition,1,dpo_5ep,,llama.cpp,94776,llama,48,8.844140779729059e-07,10.6875,0.009631825610995293,LM,"'LM', 'lama', 'IMA', 'LL', 'La'",0,0.0,False,False,False
p_049,unknown,definition,1,dpo_5ep,,activation-aware,15449,activation,1,0.46890199184417725,16.0,2.6189160346984863,activation,"'activation', 'layer', 'weight', 'quant', 'tensor'",0,0.0,True,False,False
p_050,unknown,definition,1,dpo_5ep,,exponential,59855,exponential,2,0.00356438965536654,16.25,0.09156519919633865,exp,"'exp', 'exponential', 'exponent', 'e', '('",0,0.0,True,False,False
